ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Predicted_Pack_Price,Residuals,Cost_Saving_Potential
4648,117-ET-T01,Pre-PQ Process,SCMS-28700,ASN-2719,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,30-Oct-08,28-Oct-08,28-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,5057,44360.44,315.65,23.0,0.0,Low
4649,117-ET-T01,Pre-PQ Process,SCMS-28720,ASN-2577,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,6-Oct-08,6-Oct-08,6-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,5057,44347.71,257.67,23.0,0.0,Low
4650,111-MZ-T01,Pre-PQ Process,SCMS-28730,ASN-2658,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008,1-Nov-08,1-Nov-08,1-Nov-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,7690,76.9,0.01,0.0,Inverness Japan,Yes,2278,23743.01,0.15,0.010000000000000007,-6.938893903907228e-18,Low
4709,107-RW-T01,Pre-PQ Process,SCMS-30310,ASN-3505,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/2008,10-Mar-09,10-Mar-09,10-Mar-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,18560,168896.0,9.1,0.15,"Cipla, Goa, India",Yes,1698,16414.22,331.04,9.131100000000012,-0.031100000000012784,Low
4722,119-NA-T01,Pre-PQ Process,SCMS-30720,ASN-2586,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/19/2008,8-Oct-08,8-Oct-08,8-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,650,20800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,220,7078.9,33.28,32.0,0.0,Low
4794,110-ZM-T01,Pre-PQ Process,SCMS-33150,ASN-3308,Zambia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/4/2008,20-Feb-09,20-Feb-09,20-Feb-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,545,3815.0,7.0,0.12,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.48,7.0,0.0,Low
4798,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,200,592.0,2.96,0.1,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,1.16,2.9726000000000026,-0.012600000000002609,Low
4804,109-TZ-T01,Pre-PQ Process,SCMS-33690,ASN-3229,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2008,2-Mar-09,2-Mar-09,2-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1678,53696.0,32.0,1.6,"Trinity Biotech, Plc",Yes,554,4810.99,105.24,32.0,0.0,Low
4818,117-ET-T01,Pre-PQ Process,SCMS-34310,ASN-3234,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/24/2008,27-Jan-09,27-Jan-09,27-Jan-09,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,10000,80000.0,8.0,0.08,Inverness Japan,Yes,400,4856.14,156.8,10.7718,-2.7718000000000007,Low
4824,109-TZ-T01,Pre-PQ Process,SCMS-34690,ASN-3853,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/30/2008,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,24963,1258135.2,50.4,1.68,"MSD, Haarlem, NL",Yes,2462,3451.41,2465.94,50.399999999999984,1.4210854715202004e-14,Low
4854,102-GY-T01,Pre-PQ Process,SCMS-35550,ASN-3190,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/12/2008,30-Jan-09,23-Jan-09,23-Jan-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,351,25272.0,72.0,0.72,Inverness Japan,Yes,60,1097.78,49.53,73.5064,-1.5063999999999993,Low
4921,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5200,15080.0,2.9,0.05,"Aurobindo Unit III, India",No,See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),29.56,2.9010000000000007,-0.001000000000000778,Low
4929,110-ZM-T01,Pre-PQ Process,SCMS-37770,ASN-3676,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/27/2009,26-Mar-09,26-Mar-09,26-Mar-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,300,6000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,94,1205.43,11.76,20.0,0.0,Low
4947,100-SN-T01,Pre-PQ Process,SCMS-38270,ASN-3546,Senegal,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2009,25-Mar-09,25-Mar-09,25-Mar-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit, 36 Tests","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit",ImmunoComb,,Test kit,36,80,6800.0,85.0,2.36,INVERNESS ORGENICS LINE,Yes,33,812,13.33,82.34549999999999,2.654500000000013,Low
4949,109-TZ-T01,Pre-PQ Process,SCMS-38410,ASN-4381,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10680,438948.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2724,12620.12,860.34,41.14679999999994,-0.04679999999994067,Low
5032,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7000,113050.0,16.15,0.54,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,221.58,16.014800000000015,0.13519999999998333,Low
5033,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,983,4875.68,4.96,0.08,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,9.56,4.919999999999993,0.04000000000000714,Low
5034,116-ZA-T01,Pre-PQ Process,SCMS-40790,ASN-3575,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1325,3339.0,2.52,0.04,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,6.54,2.502200000000003,0.01779999999999715,Low
5035,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,2880,44812.8,15.56,0.26,"Boehringer Ing., Koropi, GR",No,Weight Captured Separately,Freight Included in Commodity Cost,87.83,15.607599999999975,-0.04759999999997433,Low
5036,116-ZA-T01,Pre-PQ Process,SCMS-40850,ASN-3611,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,16-Jun-09,28-Jan-09,28-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6800,82620.0,12.15,0.2,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,161.94,12.523299999999997,-0.37329999999999686,Low
5037,116-ZA-T01,Pre-PQ Process,SCMS-40880,ASN-3610,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Jul-09,2-Feb-09,2-Feb-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3414,49810.26,14.59,0.49,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,97.63,14.596199999999984,-0.006199999999983774,Low
5041,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,5000,62750.0,12.55,0.21,GSK Aranda,No,Weight Captured Separately,Freight Included in Commodity Cost,122.99,12.535599999999981,0.01440000000001973,Low
5042,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6215,102609.65,16.51,0.55,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,201.11,16.432499999999997,0.07750000000000412,Low
5043,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,3000,7470.0,2.49,0.08,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,14.64,2.4921000000000033,-0.0021000000000030994,Low
5044,116-ZA-T01,Pre-PQ Process,SCMS-41080,ASN-3637,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,500,1530.0,3.06,0.1,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,3.0,3.0417000000000005,0.01829999999999954,Low
5045,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1200,14532.0,12.11,0.4,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,28.48,12.536499999999991,-0.4264999999999919,Low
5046,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,500,8820.0,17.64,0.59,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,17.29,17.755200000000023,-0.11520000000002284,Low
5047,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,80,2336.0,29.2,0.97,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,4.58,30.714199999999973,-1.514199999999974,Low
5048,116-ZA-T01,Pre-PQ Process,SCMS-41150,ASN-3759,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,1-Apr-09,21-Nov-08,21-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,1,5.97,5.97,0.07,ABBVIE (Abbott) France,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.01,6.5260000000000105,-0.5560000000000107,Low
5049,116-ZA-T01,Pre-PQ Process,SCMS-41160,ASN-3760,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,1-Apr-09,26-Nov-08,26-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,500,6555.0,13.11,0.22,GSK Aranda,Yes,Weight Captured Separately,1521.4,12.85,13.09279999999999,0.017200000000009652,Low
5050,116-ZA-T01,Pre-PQ Process,SCMS-41180,ASN-3778,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,3-Apr-09,11-Feb-09,11-Feb-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,300,1179.0,3.93,0.07,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.31,3.946900000000004,-0.01690000000000369,Low
5051,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,80,188.8,2.36,0.08,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,0.37,2.3768000000000047,-0.01680000000000481,Low
5052,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,28,1578.92,56.39,0.21,Roche Basel,No,Weight Captured Separately,Freight Included in Commodity Cost,3.09,57.29120000000001,-0.90120000000001,Low
5053,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,30,829.5,27.65,0.31,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,1.63,27.73470000000004,-0.08470000000004063,Low
5058,116-ZA-T01,Pre-PQ Process,SCMS-41465,ASN-4614,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2009,25-Jun-09,25-Jun-09,25-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,108,610.2,5.65,0.02,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.2,5.433499999999992,0.2165000000000088,Low
5059,116-ZA-T01,Pre-PQ Process,SCMS-41586,ASN-4387,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,15-Apr-09,15-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9620,68109.6,7.08,0.12,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,133.49,7.080600000000007,-0.0006000000000065953,Low
5066,144-BW-T01,Pre-PQ Process,SCMS-41890,ASN-3780,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/25/2009,17-Apr-09,17-Apr-09,17-Apr-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48,1119.99,13.72,350.0,0.0,Low
5076,116-ZA-T01,Pre-PQ Process,SCMS-42260,ASN-4333,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,21-Apr-09,17-Apr-09,17-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,250,5315.0,21.26,0.71,"Aspen-OSD, Port Elizabeth, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,10.42,21.365100000000012,-0.10510000000001085,Low
5081,116-ZA-T01,Pre-PQ Process,SCMS-42430,ASN-4226,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,15-May-09,15-May-09,15-May-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,100,3220.0,32.2,0.36,"MSD Midrand, J'burg, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,6.31,32.03259999999997,0.1674000000000362,Low
5083,116-ZA-T01,Pre-PQ Process,SCMS-47380,ASN-4285,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,15-May-09,21-Apr-09,21-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,400,14400.0,36.0,0.3,ABBVIE Ludwigshafen Germany,Yes,Weight Captured Separately,Freight Included in Commodity Cost,28.22,36.768000000000015,-0.7680000000000149,Low
5113,107-RW-T01,Pre-PQ Process,SCMS-43900,ASN-4553,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28034,195677.32,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,2268,19023.36,383.53,8.352200000000009,-1.3722000000000083,Low
5114,123-NG-T01,Pre-PQ Process,SCMS-43960,ASN-4533,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/2009,3-Sep-09,3-Sep-09,3-Sep-09,ACT,ACT,MISSIONPHARMA A/S,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,2000,70420.0,35.21,0.07,"Novartis Pharma Suffern, USA",Yes,1250,17170.07,138.02,40.08469999999996,-4.874699999999962,Low
5119,104-CI-T01,Pre-PQ Process,SCMS-44050,ASN-3985,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,10-Jun-09,9-Jun-09,9-Jun-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,476,52360.0,110.0,2.75,Bio-Rad Laboratories,Yes,534,9471.52,102.63,101.82050000000001,8.17949999999999,Low
5120,104-CI-T01,Pre-PQ Process,SCMS-44050,ASN-4095,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,10-Jun-09,17-Jun-09,17-Jun-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,18,1980.0,110.0,2.75,Bio-Rad Laboratories,Yes,20,2199.43,3.88,104.6035,5.396500000000003,Low
5147,119-NA-T01,Pre-PQ Process,SCMS-44970,ASN-4081,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,27-May-09,27-May-09,27-May-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,6760,216320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2261,17643.81,423.99,32.0,0.0,Low
5175,109-TZ-T01,Pre-PQ Process,SCMS-46500,ASN-4223,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/28/2009,30-Jul-09,30-Jul-09,30-Jul-09,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,820,73074.13,89.11,0.33,Roche Basel,Yes,424,3310.89,143.23,86.17459999999991,2.9354000000000866,Low
5194,116-ZA-T01,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009,12-Oct-09,21-Jul-09,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,30,1081.8,36.06,0.6,GSK Ware (UK),No,Weight Captured Separately,Freight Included in Commodity Cost,2.12,37.38749999999996,-1.327499999999958,Low
5195,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4836,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,200,8396.0,41.98,0.35,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,16.46,40.35230000000002,1.627699999999976,Low
5199,141-NA-T01,Pre-PQ Process,SCMS-47160,ASN-4663,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/4/2009,1-Sep-09,1-Sep-09,1-Sep-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,,Test kit,25,4,300.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,Yes,4,133.25,0.59,74.404,0.5960000000000036,Low
5201,104-CI-T01,Pre-PQ Process,SCMS-42241,ASN-4812,C̫te d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/30/2009,15-Sep-09,15-Sep-09,15-Sep-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,20,822.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.61,41.454399999999985,-0.35439999999998406,Low
5233,100-CI-T01,Pre-PQ Process,SCMS-3,ASN-6,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2-May-06,2-May-06,2-May-06,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,31,734.7,23.7,0.79,"Standard Diagnostics, Korea",Yes,11,515.32,,23.796900000000008,-0.09690000000000865,Low
